id,title,desc
16592,Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,"Hope's Peak Academy is an elite high school that accepts only the most talented students. Individuals who successfully enroll receive their own unique titles, suitably reflective of their skills and traits. Of the fifteen candidates admitted to the peculiar school that year, Makoto Naegi is a completely ordinary individual who has been accepted by sheer chance, with the title of ""Ultimate Lucky Student."""
166,Samurai 7,"In the far distant future, on a planet that might have been called ""earth"", there was a war between samurai who mechanized their bodies. After the long war, people enjoyed a modest peace."
16662,Kaze Tachinu,"Before the Great Kanto Earthquake of 1923, before the great war that tore Japan asunder, Jirou Horikoshi lived in a world of dreams - dreams of flight, and dreams of making the world a better place."
16664,Kaguya-hime no Monogatari,"Okina is a bamboo cutter in ancient rural Japan. One day in the forest, he finds a tiny baby in the folds of a bamboo shoot. He brings the creature home to his wife Ounaa and they decide to keep her and raise her as a princess. She is clearly not of this world. Kaguya grows at an unnatural rate, soon maturing into an uncommonly beautiful young woman. Since Okina has now also found a cache of gold and treasure in the forest, every suitor wants Kaguya. But this is not a fairy tale of courtship and marriage."
16694,Sankarea: Wagahai mo... Zombie de Aru...,Extra episode included on BD/DVD vol. 6; effectively episode 13. 
167,Scrapped Princess,"Pacifica Casull is the most feared and hated person by the followers of the God Mauser. Known as the Scrapped Princess, she is the poison that will destroy the world. To avoid being killed by the zealots of Mauser, Pacifica and her adoptive brother and sister leave the village of Manhurin. Her brother, Shannon, is an expert with the sword while Racquel is proficient with magic. At every step of the way, however, someone is constantly trying to kill Pacifica, hoping to somehow avert the catastrophe that is supposed to befall the world on her 16th birthday."
16700,Higurashi no Naku Koro ni Kaku: Outbreak,"The story is set in the same Hinamizawa village of the previous stories. The village has been completely sealed off due to a mysterious virus in 1983, and Maebara Keiichi and Ryuuguu Rena deal with the outbreak."
16706,Kami nomi zo Shiru Sekai: Megami-hen,"After releasing fourteen girls from the grasps of runaway spirits by making them fall in love with him, Keima has proven himself to be the Capturing God of both the 2D and 3D worlds! But a new challenge awaits as Diana, the goddess possessing Keima's neighbor Tenri, tasks him to find her siblings, and his only clue to their whereabouts resides with past conquests who still retain their memories. Now Keima is on the hunt in hopes that these divine beings might finally release him from his contract with Hell. But with the shadowy organization known as Vintage out to kill these girls, it becomes a race against time to put a stop to their plans and restore these goddesses to their former power!"
16732,Kiniro Mosaic,"Five years prior to starting high school, Shinobu Omiya left Japan and visited England to participate in a homestay. While in England, she made very good friends with the daughter of the family she was staying with, Alice Cartelet. Despite not speaking the same language, the two grew very close and shed many tears when it was time to say good bye to each other."
1674,Captain Tsubasa J,"The first 33 episodes are a summary of the previous series. In the first new episodes a new character, Shingo Aoi, (playing in Italy) is introduced. After that the world cup begins, this time with extraordinary, new countries like Sweden, Thailand or Uzbekistan. Unfortunately the Anime ends in the middle of the world cup after the match Japan-Uzbekistan."
16762,Mirai Nikki Redial,The Second is dead and the Gasai Yuno in the third world finally gets to live a happy life with her loving parents and friends from school. But there is still an empty place in her heart — it seems she has forgotten a person really close to her but simply cannot regain her memories...
16782,Kotonoha no Niwa,"We have met, for each of us to walk forward."
168,Scryed,"A strange environmental phenomenon 22 years ago in the Kanazawa prefecture caused the land to split and protrude upwards reaching unprecedented heights, creating the secluded area known as The Lost Ground. Kazuma is a young mercenary who lives in the Lost Ground, looking for any work he can find to sustain his livelihood within the harsh environment. He is one of the few people that are gifted with the Alter ability, which allows him to plaster his right arm and torso with a metallic alloy. When this mercenary encounters HOLY, an order whose purpose is to suppress and capture what they call Native Alter Users, and one of the elite members of HOLY, Ryuho, an epic rivalry begins."
1681,Brave Story,"When 11-year-old Wataru's father leaves home and his mother is taken ill to the hospital, he decides to change his fate by traveling through the door shown to him by his friend Mitsuru. In a land of magic and monsters, Wataru must summon all his courage and embark on a journey with several comrades to meet the Goddess of Destiny and change this ""mistaken fate."""
1684,Dotto Koni-chan,"Koni (whose character is based on the famous Sumo-wrestler) and his gang have lots of crazy and incoherent adventures in their town. From fighting with their ""Lovely-Teacher"" and dealing with Samurai fish, to confirming if ""The Armored-Guy's"" wife has an affair and saving the world, Koni, High, Moro, Nari and Afro, the Afro-dog, do the craziest and funniest things to have fun."
1686,Bleach: Memories of Nobody,"In Karakura Town, there has been a sudden outbreak of unidentifiable spirits called ""blanks"" (vacant souls) while in the skies of Soul Society, the real world has been reflected. A mysterious female shinigami called Senna has appeared before Ichigo along with a man named Ganryu, leading a group called the ""Dark Ones."""
16870,The Last: Naruto the Movie,"It has been two years since the Fourth Shinobi World War, and the world is once again existing in harmony—that is, until another threat surfaces and once again puts the planet on the very brink of destruction."
1689,Byousoku 5 Centimeter,"Takaki Toono and Akari Shinohara, two very close friends and classmates, are torn apart when Akari's family is transferred to another region of Japan due to her family's job. Despite separation, they continue to keep in touch through mail. When Takaki finds out that his family is also moving, he decides to meet with Akari one last time."
16894,Kuroko no Basket 2nd Season,The second season of Kuroko no Basket.
1690,Bokurano,"During a summer camp, 15 children, 8 males and 7 females, find a grotto by the sea. Deep within they discover working computers and some electronic equipment, and later the owner, a man called Kokopelli. Kokopelli claimed to be a programmer working on a brand new game, in which a large robot has to defend the Earth against alien invasions. He persuades the children to test the game and sign a contract. All but one of them sign, barely a moment later they mysteriously awaken on the shore believing what happened was just a dream."
16904,K: Missing Kings,"It's been a month since the disappearance of Shiro, the Silver King; Kurou Yatogami and Neko have been diligent in their search, but to no end. Their investigation leads to a run-in with members of the now disbanded Red Clan HOMRA—Rikio Kamamoto and Anna Kushina—being pursued by the Green Clan, who desire Anna's powers for their own ends."
1691,Kaze no Stigma,"Yagami Kazuma was originally part of the Kannagi family, a respected family of fire users who have an affinity to fire; however, after being easily defeated by his cousin Ayano and having no talent whatsoever in fire magic, Kazuma is banished and cast out from his family. Four years later, Kazuma finally returns to Japan, this time as an exceptionally powerful wind user. For the first arc, a series of murders of Kannagi family members have occurred with his arrival. While most of the family, including Ayano, is convinced Kazuma is the culprit, he claims he isn't. These events begin an all-out war against the Kannagi family, with Kazuma and Ayano right in the middle of it."
16916,Kuroko no Basket: Tip Off,Episode 22.5 bundled with BD/DVD volume 8.
16918,Gin no Saji,"Yuugo Hachiken is studious, hard-working, and tired of trying to live up to expectations he just cannot meet. With the ushering in of a brand new school year, he decides to enrol in Ooezo Agricultural High School, a boarding school located in the Hokkaido countryside, as a means to escape from the stress brought upon by his parents."
16934,Chuunibyou demo Koi ga Shitai!: Kirameki no... Slapstick Noel,"Episode 13, included in the final volume of the BD/DVD."
1695,Les Misérables: Shoujo Cosette,Based on the famous classic novel Les Miserables.
1698,Nodame Cantabile,"Shinichi Chiaki is a first class musician whose dream is to play among the elites in Europe. Coming from a distinguished family, he is an infamous perfectionist—not only is he highly critical of himself, but of others as well. The only thing stopping Shinichi from leaving for Europe is his fear of flying. As a result, he's grounded in Japan."
1699,Romeo x Juliet,"In the floating continent of Neo Verona, the Montague family seized control and murdered every member of the Capulet family with the exception of Capulet's daughter, Juliet Fiammata Asto Capulet. 14 years later, Juliet and the remnants of Capulet's retainers live hidden from the iron fist of the Montague family. Juliet has long forgotten the murder of her family or her identity, and cross dresses as Odin and the town's hero of justice, ""Red Whirlwind."" A sudden escape in her daily escapades leads her to meet Romeo Candorebanto Montague, the kind son of the tyrannical Montague. Destiny has been set as these two individuals soon to be ""star-crossed lovers"" are cruelly toyed with by fate in the midst of war. Loosely based on the play by William Shakespeare."
17,Hungry Heart: Wild Striker,"Kyosuke Kano has lived under the shadow of his successful brother Seisuke all his life who is a professional soccer player. Tired of being compared and downgraded at, he abandoned playing soccer until a boy from his new highschool discovered him and asked him to join their team. Kyosuke joins it and befriends two other first year players named Rodrigo and Sakai with the dream of becomming professional soccer players themselves."
170,Slam Dunk,"Hanamichi Sakuragi, infamous for this temper, massive height, and fire-red hair, enrolls in Shohoku High, hoping to finally get a girlfriend and break his record of being rejected 50 consecutive times in middle school. His notoriety precedes him, however, leading to him being avoided by most students. Soon, after certain events, Hanamichi is left with two unwavering thoughts: ""I hate basketball,"" and ""I desperately need a girlfriend."""
17074,Monogatari Series: Second Season,"The bee apparition is now gone, and summer vacation where the phoenix apparition averted harm is over. Around Koyomi Araragi and the girls who started a new trimester, apparitions, or perhaps threats even worse, were creeping in ever closer. Tsubasa Hanekawa, Mayoi Hachikuji, Suruga Kanbaru, Nadeko Sengoku, Shinobu Oshino, and Hitagi Senjogahara. Their soliloquies, confessions—and farewells. 6 new stories are starting now."
17080,Soukyuu no Fafner: Dead Aggressor - Exodus,"2150 AD. The battle against the silicon-based Festums from outer space reaches a new phase. Fragments of the North Pole Mir were scattered throughout the world. Eventually, they began to act on their own as independent Mirs. Most hated humanity and attacked them, but some chose to coexist with mankind. Some with the same way of thinking existed within the human race, as well: those who were both human and Festum. They added to the chaos of the battle and brought about even more hatred. "
17121,Dareka no Manazashi,"The stage is set at near future. Okamura Aya, also known as ""Aachan"", started to live by herself as she started a new job after graduation. Her mother needed to go overseas to work as a doctor, so now only her father and a cat, Mii-san, live in a Proud apartment. Since Aachan moved out, her father has been trying to reach out to her but somehow there is an awkward gap between the two. And the cat Mii-san, which Aachan has kept since she was a child, is getting old... One night, Aachan came back from a tiring day and threw herself on the bed. She closed her eyes and remembered the happy days she spent with her parents and when Mii-san came to comfort her when she got lonely after her mother left.... And then the phone rang..."
17137,Saiyuuki Gaiden: Tokubetsu-hen - Kouga no Shou,Based on chapters 11-13 of the original manga with additional content written by the manga author. The story will be told from Tenpou's point of view.
17187,Ghost in the Shell: Arise - Border:1 Ghost Pain,"The anime's story is set in 2027, one year after the end of the fourth non-nuclear war. New Port City is still reeling from the war's aftermath when it suffers a bombing caused by a self-propelled mine. Then, a military member implicated in arms-dealing bribes is gunned down."
1719,Rozen Maiden: Ouvertüre,"When Jun buys Shinku a brooch, she refuses to accept it at all costs. Souseiseki then confronts Jun with the reason for Shinku's behavior. The tragic story of Suigintou is told, with the revelation of why her hatred for Shinku could last throughout centuries."
1722,Nagasarete Airantou,"Ikuto Touhohin just had a fight with his old man, one that led him to make a rash decision to run away from home. He boards a ship, deciding to take a vacation, but the ship is suddenly hit by a huge storm—one that sends Ikuto overboard! When he regains consciousness, he realizes he is still alive on some island. An isolated island. An isolated island with nothing but girls. Beautiful girls. Stranded on an island with only girls, no electricity, gas, radio, television, like he was back in the stone age."
1723,Clannad Movie,"Clannad is set in a high-school located in some Japanese town. Okazaki Tomoya is a third-year student who doesn't take his studies seriously. Always late for class, he's seen as a delinquent by the rest of his classmates who are busy preparing for their entrance examinations. Needless to say, he doesn't have too many close friends either."
17247,Machine-Doll wa Kizutsukanai,"During the early 20th century, along with technological advancements, scientists were able to develop sophisticated magic. The combination of science and sorcery was Makinot, circuits made from spells that were put into objects to bring them to life and even gain a personality. It was developed as a military weapon and has now spread throughout the world."
17249,Pretty Rhythm: Rainbow Live,"Naru Ayase is an 8th grader who can see the colors of music when she listens to it. For Naru, who is extremely good at decorating, becoming the owner of a shop like Dear Crown was her dream. One day, she finds out that the manager of a newly-opened shop is recruiting middle school girls who can do Prism Dance, and immediately applies. Naru begins to Prism Dance at the audition, and an aura she's never experienced spreads out in front of her. At that moment, a mysterious girl named Rinne asks her if she can see ""rainbow music."""
17259,Kuroko no Basket: Oshaberi Shiyokka,A special episode from the official DVD fandisc.
17265,Log Horizon,"In the blink of an eye, thirty thousand bewildered Japanese gamers are whisked from their everyday lives into the world of the popular MMORPG, Elder Tale, after the game's latest update—unable to log out. Among them is the socially awkward college student Shiroe, whose confusion and shock lasts only a moment as, a veteran of the game, he immediately sets out to explore the limits of his new reality."
17269,Captain Harlock,A CGI remake of the original Captain Harlock series.
17273,Hetalia: The Beautiful World Specials,Special episodes released with the Hetalia: The Beautiful World BD/DVDs.
1728,Super GALS! Kotobuki Ran,"Sporting designer clothes, make-up, and nails, Ran Kotobuki is the very picture of a trendy, young Shibuya girl, but don't let that fool you. This girl comes from a family of cops, and she’s ready to lay you out flat if you even think about causing trouble in her town! At least, she will... when she’s not distracted with karaoke, shopping, and dodging her homework. Join Ran and her friends as they defend the streets of Shibuya and attempt to shop their way into the history books as the most famous Gals ever!"
1729,Maria-sama ga Miteru 3rd,"Summer has arrived, and the students of Lillian Girls' Academy are on break! Yumi and Sachiko head out to the Ogasawara family's summer home, but what was supposed to be a relaxing vacation takes a turn for the worse when some of Sachiko's old acquaintances drop by for tea. These rich and snobby debutantes don't think Yumi is worthy of Sachiko's affection and they're out to make this summer one she'll regret."
1735,Naruto: Shippuuden,
17389,Kingdom 2nd Season,"It has been a year since the events of the first season. Xin (Shin) continues to fight as a 300-man Commander on the battlefield, while Ying Zheng (Ei Sei) faces an overwhelming enemy back at home. In the midst of the turmoil, the Qin army begins a powerful offensive against Wei, and meets with a very powerful enemy."
17437,The iDOLM@STER Movie: Kagayaki no Mukougawa e!,"The idols of 765 Production continue on their neverending journey—towards a new stage, towards a bright and shiny future!"
1744,Wagamama☆Fairy Mirumo de Pon!,"Kaede is a cheerful and energetic eighth grader. When it comes to boys, however, she is hopelessly shy. "
1747,Freedom,"In the year 2041, mankind created their first space colony on the moon. But after a freak cataclysm devastated human civilisation on Earth, the republic of the moon built a domed megalopolis known as Eden. Now in the year 2267, a boy called Takeru spends his time engaging in hover-craft races against rival street gangs, unaware that he is about to embark in the journey of unearthing Eden's origin."
17505,Mushibugyou,"The action story is set in Edo-era Tokyo in the early 1700s. The eighth shogun Tokugawa Yoshimune ordered boxes to be installed so commoners can submit their thoughts. After hearing their voices, the shogun creates a new magistrate unit—Mushibugyou—to protect the people in the heart of the city. Each member is a specialist with unique fighting skills."
17535,Fairy Tail Movie 1: Houou no Miko - Hajimari no Asa,This special is showing a day of Eclair's life as a prologue to the movie Houou no Miko.
17549,Non Non Biyori,"Asahigaoka might look like typical, boring countryside to most; however, no day in this village can ever be considered colorless thanks to five students of varying ages occupying the only class in the only school in town. The youngest student is first grader Renge Miyauchi, who brings an unadulterated wit, curiosity, and her characteristic catchphrase, ""Nyanpasu!"" Then there are the Koshigaya siblings consisting of the quiet ninth grader and elder brother Suguru, diminutive eighth grader Komari, and the mischievous seventh grader Natsumi, whose appearance may fool you at first thanks to her constantly emulating her more mature older sister. The recent arrival of Tokyo-raised fifth grader Hotaru Ichijou, who appears overdeveloped for her age and thus naturally holds an air of maturity, rounds out this lively and vibrant group of five classmates."
1764,Slam Dunk (Movie),"Sakuragi and the Shohoko team takes on Oda and Takezono High School. This is Sakuragi's second match as he faces Oda, a basketball player who went to the same junior high."
17641,Date A Live: Date to Date,"Bundled with the 9th volume of the original novel, it is the unaired 13th episode of the TV series. "
17643,Little Busters!: Sekai no Saitou wa Ore ga Mamoru!,"A special unaired episode of Little Busters! sent to those who bought all 9 BD/DVD volumes of the anime. This episode includes the story about ""Mask the Saitou."""
177,Tsubasa Chronicle,"During an excavation at the mysterious ruins in Clow Country, Syaoran discovers his childhood friend Princess Sakura appear on the site with wings that disperse into many feathers. As the feather's disappear to different dimensions, so does Sakura's memory. In attempts to save Sakura's life and restore her memory, Syaoran travels through to another world to find a solution. There's only one thing left he can do. Travel through to different dimensions to collect Sakura's feathers. Helping out with the quest is Kurogane, an exiled ninja from Japan Country who wishes to return to his world, the runaway magician, Fay, who desires to jump between each world never to return to his own and the white meat-bun shaped creature, Mokona."
17729,Grisaia no Kajitsu,"Yuuji Kazami is a transfer student who has just been admitted into Mihama Academy. He wants to live an ordinary high school life, but this dream of his may not come true any time soon as Mihama Academy is quite the opposite. Consisting of only the principal and five other students, all of whom are girls, Yuuji becomes acquainted with each of them, discovering more about their personalities as socialization is inevitable. Slowly, he begins to learn about the truth behind the small group of students occupying the academy—they each have their own share of traumatic experiences which are tucked away from the world."
1773,Hokuto no Ken: Raoh Gaiden Junai-hen,"Kenshiro is the heir of the legendary martial arts known as Hokuto Shinken, which can kill a man with a single blow, by striking the pressure points in the enemy's body. Hokuto Shinken can be passed only to one successor at a time. When he was chosen as the successor, he parted ways with his brothers, Toki and Raoh. The former decided to use what he knew of the art to cure people... while the latter has chosen to use his supreme strength to install peace in the world by power. "
17739,Hidamari Sketch: Sae Hiro Sotsugyou-hen,The anime centers on the graduation of Sae and Hiro.
17875,Papa no Iukoto wo Kikinasai! OVA,Limited edition episode included with pre-orders for the 13th and 18th light novel volumes.
17895,Golden Time,"Banri Tada is a newly admitted student at a private law school in Tokyo. However, due to an accident, he lost all of his memories. During his freshman orientation, he encounters another freshman from the same school, Mitsuo Yanagisawa, and they hit it off at once. Without any memory of each other, their lives become more and more intertwined as if set by the hands of fate. But what is their fate, and will it lead to happiness or another memory to forget…"
17901,All Alone With You,"""All Alone With You"" is the fourth single by the music group EGOIST and is used as the second ending theme song of "
17909,Uchouten Kazoku,"Kyoto has been populated by groups of tanuki and tengu for years, living alongside humans who are oblivious to the existence of these creatures. Yasaburou Shimogamo is the third son of an influential tanuki family who spends his carefree days taking care of an old tengu, observing humans through his ability to shapeshift, and dealing with the mysterious woman named Benten."
17949,The Everlasting Guilty Crown,"""The Everlasting Guilty Crown"" is the second single by the music group EGOIST and is used as the second opening theme song of "
18,Initial D Fourth Stage,"Takumi Fujiwara and brothers Keisuke and Ryousuke Takahashi have formed ""Project D,"" a racing team aimed at bringing their driving skills to their full potential outside their prefecture. Using the internet, Project D issues challenges to other racing teams and posts results of their races. Managed by Ryousuke, the team has Takumi engaging in downhill battles with his AE86, while Keisuke challenges opponents uphill. Among their rivals are the Seven-Star Leaf (SSR) and Todo-juku."
18041,Rozen Maiden (2013),"Jun Sakurada, a middle school shut-in refuses to go to school after being traumatized by an embarrassing incident at school. One day, he receives a letter asking ""yes or no"", and chose ""yes"", meeting the living doll Shinku and the events of the original Rozen Maiden series unfolding. However, what would have happened if he had chosen ""no""? Although he overcame his shut-in nature, this Jun can't find a place where he belongs. Then, Shinku suddenly appears in this world where ""Rozen Maidens"" aren't supposed to exist; what will their new encounter bring?!"
18055,Hakkenden: Touhou Hakken Ibun 2nd Season,Second season of Hakkenden: Touhou Hakken Ibun.
1808,Kamichama Karin,"Karin Hanazono is an orphan, living with her relatives. Her life has never been easy, her studies are not well, she is not the best in sports and technically she is miserable. Left with only a ring as a memento from her departed mother, she suddenly finds her life changed, as she was mourning her pet cat, Shii-chan. On that night she met a strange boy, Kazune Kujyou. After that event, she experiences several mysterious incidences that soon led her to find out that she is a little goddess. Finding others like her she soon sets out to understand herself better as her mysterious powers grow and she becomes beset by opponents. "
181,Vandread: The Second Stage,"Though Hibiki and crew defeated a super-huge battleship of the earth in the last of the first stage, they noticed five battleships further aiming at Mejeiru and Tarahk. And, crew of NIRVANA learnt Tarahk and Mejeiru which were their home had been faced to the crisis of Karitori (reaping). Travel to their home is speed up so that they may inform of the crisis. On the way, current information of the earth having been brought by girl Misty who had come to travel with them was worse than they can imagine. Hibiki and crew noticed a true fight was in the future. VANDREAD is finally changed into final system by the attack of the enemy who becomes violent more and more. Can they save their home? And, what happens to the relations between Hibiki and Dita?"
18115,Magi: The Kingdom of Magic,"After celebrating their victory against Al-Thamen, Aladdin and his friends depart the land of Sindria. With the end of the battle, however, comes the time for each of them to go their separate ways. Hakuryuu and Kougyoku are ordered to go back to their home country, the Kou Empire. Meanwhile Aladdin announces he needs to head for Magnostadt—a mysterious country ruled by magicians—to investigate the mysterious events occurring in this new kingdom and become more proficient in magic. For their part, encouraged by Aladdin's words, Alibaba and Morgiana also set off in pursuit of their own goals: training and going to her homeland, respectively."
18119,Servant x Service,"Anime about the staff of the health and welfare section of the ward office of a certain city. Newcomers Hasebe Yutaka, Yamagami, Miyoshi Saya, and their supervisor Ichimiya Taishi go through the everyday quirks of working at their office."
1813,Genshiken OVA,"It's the start of a new year for the Genshiken crew, and that means recruiting new members. Always a dreaded task, The Society for the Study of Modern Visual Culture manages to get Chika Ogiue pushed onto them from the Manga Club. With her introduction of ""I'm Ogiue and I hate otaku,"" this year certainly will be anything but boring."
18139,Tonari no Seki-kun,"The original manga revolves around a girl named Yokoi who sits next to a boy only known as Seki-kun. During class, Seki-kun continues to not pay attention and instead creates amazing little distractions, such as a detailed golf course with the course's hole being a dent in his desk, or an entire dramatic war being played out by paper shogi pieces. Yokoi often finds herself getting reluctantly interested in his games, even though they always seem to end up getting HER in trouble with the teacher!"
1815,Shakugan no Shana Movie,"Wielding a blazing sword, Shana's sole purpose is to fight demon-like beings that consume human lives. During a volatile war to stop a foe from devouring every life in Misaki City, Shana cuts Yuji in her crossfire. When the villain discovers this teenage boy is gifted with an immense power, he holds Yuji hostage to lure Shana into a trap that could to destroy the huntress and the entire city!"
18153,Kyoukai no Kanata,"The story is set in a fictional world in which normal people and supernatural beings called youmu coexist. These creatures can be found in various shapes and sizes, and even though they are mostly harmless, some of them can be very dangerous and feral."
18177,Yowamushi Pedal: Special Ride,"Sakamichi Onoda is an otaku who just wants to find more people to join the recently disbanded anime club with him. However, when a couple cyclists spy his skill in riding the bulky mamachari bike he's had since youth, they attempt to convince him to join the bicycle racing club instead. "
18179,Yowamushi Pedal,"Sakamichi Onoda is a cheerful otaku looking to join his new school's anime club, eager to finally make some friends. Unfortunately, the club has been disbanded and he takes it upon himself to revive it by finding students who are willing to join. Without much luck, Onoda decides to make a round trip to Akihabara on his old, bulky city bicycle, a weekly 90-kilometer ride he has been completing since fourth grade."
1818,Claymore,"In this world, humans coexist with demonic predators called Yoma. These demonic beasts feast on human innards and can blend into human society by taking on human appearance. As a counter force, a mysterious organization created half-human, half-Yoma warriors known as the ""Silver Eyed Witches"" or ""Claymores,"" after the huge claymore swords they carry. They are detested by humanity however necessary."
18195,Little Busters!: Refrain,"Riki and his friends have been managing to form a complete team for the Little Busters baseball team and after overcoming some of its new members' internal conflicts, Riki and Rin slowly approach the ""secret of this world."""
182,Tenkuu no Escaflowne,"High school student Hitomi is transported from Earth to the magical world of Gaea, where she meets boy prince Van Fanel, and is caught up in his quest to unite the countries of Gaea against the ominous Zaibach empire. On the way, she discovers a hidden ability and strives to unravel layers of mystery surrounding Van, his past, and the giant machine known as Escaflowne."
18229,Gatchaman Crowds,"Hajime Ichinose's ordinary life is in for a change when a transcendent being named J.J Robinson hands her a small book called NOTE—a device which transforms her into one of the Gatchaman, the legendary protectors of Tachikawa City. Stressing that the existence of their group must remain a secret, fellow Gatchaman Sugane Tachibana takes Hajime to their base of operations, where Paiman, the panda-like alien leader of the Gatchaman, reveals their purpose: to eliminate aliens that pose a danger to humanity. These existential threats, called MESS, are becoming increasingly dangerous, destroying everything they touch. Now it's up to the Gatchaman and their new recruit to stop them before the world is engulfed in chaos."
1824,Hadashi no Gen,"It's the summer of 1945. 3 years have elapsed since the war between Japan and USA began. Gen is a young boy living a struggling yet satisfying life in the city of Hiroshima, that has been strangely spared by the bombing taken in almost every other Japanese City. Food is scarce, and Gen's family is suffering from severe malnutrition, which endangeres his pregnant mother. There isn't much spare time as Gen and his little brother Shinji help their father and mother at work and try to make sure their family survives the tought times. Little do they know, what the Americans have in store for the city of Hiroshima and as of the 6th of August 1945, their lives are about to change dramatically."
18245,White Album 2,"Haruki Kitahara's light music club is on the verge of disbanding. At this rate, the third year's dream of performing at the school festival would never be realized. However, as his exhausted fingers drift through the chords of ""White Album,"" the first song he would ever play, an angelic voice and mysterious piano begin harmonizing with his lonely guitar. It is a momentous performance that marks the beginning of everything for Haruki."
1825,Hadashi no Gen 2,"Three years have passed since the bombing of Hiroshima and Gen is now a fourth-grader. Hiroshima is still a ruin, and Gen must scrounge for scrap metal to help keep himself and his remaining family fed, but at least commerce has returned to the land. As his mother gradually grows ill from radiation sickness, Gen and Ryuta befriend a group of orphans led by a tough-nosed older child and including a girl who still bears ugly burn scars from the day of the bomb. An old man suffering from depression is also drawn into the group as they come together to support each other and form a makeshift family. Reality is still harsh, however, as many orphans still die lonely deaths and the grim reminders of what happened linger everywhere."
1827,Seirei no Moribito,"At a time when the balance of nature still held the civilizations of mankind in thrall, young prince Chagum has been accused of being possessed by an evil spirit: the water demon, which once perished at the hands of the emperor 100 years ago. This could possibly mean great misfortune. Not only for the Imperial family, but for the entire world as well."
18277,Strike the Blood,"The Fourth Progenitor is a name that strikes fear in many people. A dangerous vampire thought to exist only in legend, the Fourth Progenitor commands so much power that its very existence is considered an act of war. But now people have discovered that not only is the Fourth Progenitor very real, he is also currently living in Itogami City, an island where humans and demons live together freely."
18295,Kakumeiki Valvrave 2nd Season,"Haruto and his comrades continue to fight against the forces of Dorssia. However, many things remain unanswered in the midst of battle, including the past of L-Elf and his fellow soldier's past, the destiny of the mysterious girl Liselotte, and the feelings of Haruto, Shouko, and Saki. The relationships and loyalty of each and every member of each army will be tested as the clash of ideals and power reaches its climax."
183,Whistle!,"Kazamatsuri Shou's dream has always been to become a professional soccer player, but he has one problem: he's not very good at the game. He was accepted to the prestigious Musashi no Mori Junior High, known for its top rate soccer team, but he was never able to rise beyond the rank of third stringer. After transferring to Sakura Jousui Junior High, he can finally play soccer. And, with the support of his new friends and teammates, his strong determination, and lots of hard work, his soccer skills are developing rapidly and setting Shou well on his way to achieving his dream."
1830,Utawarerumono Specials,DVD specials of comedic events that occurred during the story of Utawarerumono. The specials are included in the DVD Box special disc.
18391,Mini Van,An animated flash series of the manga Mini Vanguard.
18393,Fairy Tail x Rave,"In a town far away, Lucy, Natsu and Happy, from Mashima's Fairy Tail manga, are on a mission to find a troublemaker and deal with her. Due to unknown circumstances they get separated."
18397,Shingeki no Kyojin OVA,"Bundled with the 12th, 13th, and 14th limited-edition manga volumes."
1840,Zero no Tsukaima: Futatsuki no Kishi,"This sequel is a continuation of the previous season, not long after the war. Louise and Saito seemingly getting along now since she knows that he had given up his only chance to return to Tokyo for her. The story continues as Louise begins to use Void Magic from a mysterious secret book she had recieved from her majesty Henrietta, while a new villain has appeared in town causing trouble. "
1842,Major S3,"After leaving Kaido in a promise to meet them at the Koshien tournament, Gorou comes back to his home town once again in an attempt to join up with his old friends. Only this time, things aren't as easy to get back in the groove of."
18429,Lupin III vs. Detective Conan: The Movie,"It is a cross over between the series Lupin III and Detective Conan and takes place after the television special Lupin the 3rd vs Detective Conan. The plot follows Conan Edogawa who sets out to apprehend Arsène Lupin III, the suspect of stealing a jewel called Cherry Sapphire."
18465,Genshiken Nidaime,"Another college semester begins and the returning members of Genshiken attempt to recruit new club members. Three new members join the club, attracted by Ogiue's BL drawings. She welcomes the new members but fears the club will become a ""fujoshi"" haven for yaoi fans and is getting a bit too far removed from it's original purpose."
18497,Yozakura Quartet: Hana no Uta,"In a town where humans and demons co-exist, it takes more than a normal police force to maintain the peace. Enter the Hiizumi Life Counseling Office, a fantastic foursome of unique teenagers, each gifted with an amazing super power!"
18499,Yozakura Quartet: Tsuki ni Naku,"""Tsuki ni Naku"" will take the story content from volume 11 of the manga, which features a visit to a onsen by the members of the Hiizumi Life Councelling Office, while the town's police force have to deal with a new youkai-hunter threat."
185,Initial D First Stage,"High school student Takumi Fujiwara works as a gas station attendant during the day and a delivery boy for his father's tofu shop during late nights. Little does he know that his precise driving skills and his father's modified Toyota Sprinter AE86 Trueno make him the best amateur road racer on Mt. Akina's highway. Because of this, racing groups from all over the Gunma prefecture issue challenges to Takumi to see if he really has what it takes to be a road legend."
18507,Free!,"The story revolves around Haruka Nanase, a boy who has always loved to be immersed in water, and to swim in it. Before graduating from elementary school, he participated in a swimming tournament along with his fellow swimming club members, Makoto Tachibana, Nagisa Hazuki, and Rin Matsuoka. After achieving victory, each of the boys went their separate ways."
